,Mycontrast.logFC,Mycontrast.AveExpr,Mycontrast.t,Mycontrast.P.Value,Mycontrast.adj.P.Val,Mycontrast.B
ARRB1,-1.11060449379918,5.88477617690083,-7.36141675116477,8.75016601791257e-12,6.30040611038672e-11,15.6559032006088
DUSP13,4.42035135524314,-3.86994364306268,7.24270853497233,1.69873866408603e-11,1.17689399779196e-10,15.6460157395072
PLEKHF1,-1.41074706139849,4.12547634553374,-7.3041034070635,1.20612695713443e-11,8.49894267711552e-11,15.5999186429259
ZNF391,-1.60705002869311,2.71265603943524,-7.24931660207198,1.63736910038756e-11,1.13796289795639e-10,15.5633706524263
LRFN5,-2.28803229261959,0.485493565588545,-7.19604342375122,2.20179426971048e-11,1.50408431961424e-10,15.5237137179145
RASA3,-1.53128799945993,5.47095628688311,-7.32967294258486,1.04538176525467e-11,7.46192146400124e-11,15.5146882038228
CPS1,-2.12272624363267,2.55392486118265,-7.22242301858301,1.90168580763134e-11,1.31129835276869e-10,15.5101620537706
PVT1,1.58253449514227,3.21819191979507,7.28248985611955,1.36088369022706e-11,9.54354957883312e-11,15.4630541012412
TRPS1,2.04647394050708,8.16368786929527,7.31105336539615,1.16016298214624e-11,8.1969522750354e-11,15.4540119639692
FREM1,-3.5595508696332,3.09261057863109,-7.20545853069032,2.08966456933633e-11,1.43491750828295e-10,15.4538945447343
HIST2H2BF,2.494010355766,-0.0865500722502915,7.19255624586937,2.24481644491047e-11,1.53188689730026e-10,15.4509013477315
HIST2H2AC,2.24465103152889,-1.41809744746724,7.18091770540039,2.39450392282927e-11,1.62562538579727e-10,15.4467977329959
ACVRL1,-1.46023890759707,5.36842910535124,-7.30753456510365,1.18321413666625e-11,8.34640517474035e-11,15.4400951236077
ZNF521,-1.42822600668788,5.13205207346094,-7.304937866351,1.20051450664926e-11,8.4639160113364e-11,15.4329949014585
ARRDC3,-1.25307161527491,7.19727637015186,-7.3230925932886,1.08460298339418e-11,7.70851182863829e-11,15.419313534183
KRTCAP2,1.05039454727855,4.130451187735,7.29514264949679,1.26805473858835e-11,8.92101869691678e-11,15.4178302418056
FOXC1,-2.43160500380518,4.22515898198871,-7.2503295013786,1.62815794023086e-11,1.13275482012581e-10,15.3928688107889
PKP1,-2.76547607213399,5.03504905186893,-7.28196337536176,1.36488851852014e-11,9.56654859075405e-11,15.3885810792113
HIST2H2BE,1.73686772411875,5.17580627156598,7.31457615043877,1.13753050277745e-11,8.05862774550875e-11,15.3758264951107
ORM1,3.80815267787014,-3.33906214233526,7.16976567202239,2.547169729681e-11,1.72129692132285e-10,15.3755576344012
ZBTB42,1.13059875393006,5.28841997817418,7.30209491077246,1.21974237432243e-11,8.590294532668e-11,15.3388801293286
ADAMTS3,-1.85598588170845,1.65857000626971,-7.18115859635316,2.39130801801031e-11,1.62429166146107e-10,15.3222183138596
CRIP1,1.76597848535327,2.66030147083898,7.22224146298988,1.90360628138329e-11,1.31193680552388e-10,15.2931944230557
PRRG1,-1.35880099540361,3.61356095016195,-7.21577196636524,1.97330501056385e-11,1.35713589125901e-10,15.2579256300012
OGFRL1,-1.34487301982574,7.03370270875124,-7.29086946483669,1.29868335214439e-11,9.12676190630617e-11,15.2378819867454
LPAR6,-1.05800030350019,5.44184953922199,-7.25676379745774,1.57082967383091e-11,1.0957596101271e-10,15.2316592588544
ZNF502,-1.25267639669015,2.69129344048374,-7.20384399973044,2.10848385959127e-11,1.44558267109503e-10,15.2315122276899
INMT,-3.3133760755465,3.01892518494285,-7.1515045843947,2.81817429706469e-11,1.89279720736152e-10,15.1628363959893
F8,-1.39733513134166,5.01037640303352,-7.24740848822301,1.65486131572383e-11,1.14890924293226e-10,15.1610109387563
PSMC3IP,1.0242321185327,1.68645353044825,7.1832720668649,2.36344863233164e-11,1.60702324273643e-10,15.1564272553185
FKBP4,1.66413513691608,7.89303379170245,7.23280442475042,1.79499913961327e-11,1.24032654010679e-10,15.0623547229694
TUBA3D,2.85116884845266,0.000758014249286215,7.12944427252636,3.18376479150919e-11,2.1210626951918e-10,15.0441015403674
CHML,1.07040312869011,4.7388978926652,7.24783837622866,1.65090436576145e-11,1.1467656392185e-10,15.0202249678407
FAM107A,-3.90728920511731,4.05946557712765,-7.11730023483583,3.40461775888312e-11,2.26134505827932e-10,14.9717028104656
KCNA1,-3.02081586402644,-0.549661643837893,-7.09141033610545,3.92721101161043e-11,2.57602389130548e-10,14.9477551302645
TNFRSF1B,-1.46727513984703,5.84217131857508,-7.22037014629761,1.92351286273311e-11,1.32496387322781e-10,14.9183827219214
SCN9A,-2.55928898666152,0.906403766747434,-7.09070608078376,3.94248133169141e-11,2.58347100081179e-10,14.9148396069892
PGM1,-1.38200966484713,6.52693345794846,-7.23138879962304,1.80919115956253e-11,1.24947856470101e-10,14.91270184953
NECAB3,1.1051344663227,5.46112380067011,7.22963161951919,1.8269616760102e-11,1.26109112863687e-10,14.9103072696028
GDF15,2.32917233008606,3.10818673177124,7.17776579429014,2.43671123622464e-11,1.65003377397532e-10,14.910082165548
ESR1,2.70266786533936,7.54420566328903,7.19929606879141,2.16240034660228e-11,1.47870518258324e-10,14.9079318316834
STRA6,1.92315873609827,2.2904524595846,7.17822463885263,2.43052143527616e-11,1.64668763496291e-10,14.9011392886452
LYNX1,-1.91384337506541,5.03001266532237,-7.18774826127852,2.3054986409038e-11,1.57004814518131e-10,14.8852395964876
ABCA12,2.78258495407319,1.90650911307392,7.18965636999055,2.28122460215939e-11,1.55431992391966e-10,14.8756932062516
TCEAL2,-3.04411217029488,0.0236526655006737,-7.07511993523965,4.29584970383206e-11,2.79973090134628e-10,14.8676138714582
FAT4,-1.83975093217416,4.32767422016502,-7.17046833303722,2.53727308017625e-11,1.71548791392132e-10,14.8666300286135
CECR7,-2.34569740545646,2.64761606668097,-7.11924778728694,3.36820717456537e-11,2.23828820351092e-10,14.8631882823989
GP2,3.7316542376312,1.26492927119084,7.17960995974012,2.41192758322705e-11,1.63577052701018e-10,14.861680814596
PLAUR,1.43805777269433,4.18595664120437,7.20402626399615,2.10635099458674e-11,1.44487134527268e-10,14.8357154179723
TSPAN4,-1.21946433067035,6.27541627693058,-7.2126787291438,2.00751500004247e-11,1.37994426084212e-10,14.8227933442129
CNNM1,-2.70431893666244,0.155733645245287,-7.06373044657829,4.57367549557144e-11,2.96906267037809e-10,14.8114257545742
ACAA2,-1.17469199983841,6.16120143137815,-7.21127944119746,2.02318245026739e-11,1.38998956778527e-10,14.8053904702295
PGAP1,-1.06294022640317,4.27086600565343,-7.1802153097612,2.40384672819309e-11,1.63112871355942e-10,14.7772098114224
PIK3R1,-1.40162599276693,7.78675429869314,-7.19645482555845,2.19677273622139e-11,1.50143156287546e-10,14.7549437369136
ACADS,-1.69365855960364,5.36463879570678,-7.17361484776265,2.49341978297786e-11,1.68691856074155e-10,14.7544078492956
STARD10,2.02676318183212,6.47965650382215,7.18978273693681,2.27962596732252e-11,1.55403339198715e-10,14.7322420485415
RYR1,-2.04334587804898,3.2414678226828,-7.12094999111739,3.33669865083717e-11,2.2184673338303e-10,14.7244533405405
CASKIN1,2.38936165163624,0.672924961075954,7.0767270661823,4.2580126997353e-11,2.77919077299398e-10,14.6999599500505
RNF208,1.02900652082945,3.07622031956681,7.14200495298086,2.97022199572801e-11,1.98783350307702e-10,14.6994465637744
KIFC3,-1.12750924209737,4.70681573894532,-7.16174625287436,2.6628564488538e-11,1.79121567653393e-10,14.6935679082473
NFIL3,-1.38974814594915,4.96142599474373,-7.16801135257042,2.57204525537196e-11,1.7363279919965e-10,14.6820529405122
C4orf48,1.60057823862299,0.90817976566775,7.06279148123295,4.59735598220735e-11,2.98150062739907e-10,14.6725991844542
MAF,-1.43077569995071,5.65514401504949,-7.16835686628895,2.56712710945157e-11,1.73389522277397e-10,14.6675538717936
ARHGEF15,-2.00516618093672,4.93812518157899,-7.13720117285503,3.05016605198762e-11,2.03720204515285e-10,14.6510287949416
OSBP2,1.12910238098404,3.29435269992659,7.14957892405527,2.84836125390777e-11,1.91015420947114e-10,14.6485820648341
TNNI3,3.49770079826193,-2.66283415417859,7.02926123619973,5.52714786967308e-11,3.54786411429964e-10,14.6411960298123
BVES,-1.44984640696524,2.32304645257449,-7.09017018474081,3.95414039811724e-11,2.58982452788305e-10,14.6135681413918
CDK5R1,1.52096307156968,1.81788907197021,7.10316321841026,3.68082706654037e-11,2.4264762536099e-10,14.6091876067136
CAB39L,-1.10266181827304,5.69754526810601,-7.16359376383933,2.63575285019871e-11,1.77388856362098e-10,14.6003015067438
S100A14,3.2032587753608,5.65070274065276,7.16690709565117,2.58782607406278e-11,1.74608765948655e-10,14.5844933127465
MAGIX,1.0979768490887,1.98588149944522,7.06690814947911,4.49442452125161e-11,2.9219297121651e-10,14.5752294810009
NOTCH1,-1.25407014945246,6.82815383650457,-7.16641159622804,2.59493825584829e-11,1.74983519995789e-10,14.5730264784662
CYP11A1,-2.20482551630081,0.641671815858559,-7.01704686786933,5.91008931366666e-11,3.768003293213e-10,14.5647083438779
ASB13,1.1111049743764,5.76830900844865,7.16552825816644,2.60766522989413e-11,1.75588116628553e-10,14.5550907326239
LTBP2,-1.50056326911565,8.07682432670046,-7.15281387647932,2.79783032471077e-11,1.88009066802138e-10,14.5407547557203
FAM155A,1.91643429924686,1.15675323717453,7.07238948406412,4.36089585349355e-11,2.84071986189795e-10,14.5332495432845
IRS2,-1.86339717457688,6.18465640740768,-7.14794920532527,2.87415835398463e-11,1.92549633557193e-10,14.4807514034144
MEOX2,-3.33239769677858,3.24150754759998,-7.02121033563188,5.77670312681864e-11,3.68831030715705e-10,14.4766254152292
GDPD5,-2.03876821213136,5.12598047352775,-7.12426365838068,3.27619387415308e-11,2.1807411293352e-10,14.4717563053204
OGN,-3.23118062443127,5.25036250765119,-7.0873863269991,4.01525660882821e-11,2.62724454003238e-10,14.4687115451442
KCTD14,-2.41879734968387,2.49399494469839,-7.04728985871694,5.00626264653496e-11,3.23511841732861e-10,14.4606845367978
KIAA1024,1.21971190997504,0.795335574678949,7.02626673164143,5.61870078611678e-11,3.59787777037216e-10,14.4516459285467
SYNE2,-1.01650718188718,7.55786106680336,-7.13460721644532,3.0942142627985e-11,2.06557592816675e-10,14.4471974842
COL14A1,-2.03143759873336,7.23507012577163,-7.133561725179,3.11214496552452e-11,2.07544510820192e-10,14.4289485423395
PLAC9,-3.65250152840279,4.19410521643886,-7.044725093123,5.07729476118065e-11,3.27701619387861e-10,14.4203661386855
ETS1,-1.14414698995012,6.9452982278581,-7.13994747708307,3.00420572074865e-11,2.00955769079084e-10,14.4091223762488
PLEKHG1,-1.06669554945091,4.77184510198044,-7.11394779866302,3.4682060874934e-11,2.29623228925354e-10,14.4023633482042
C5orf30,1.20841122561371,4.88562480992466,7.12395359430886,3.28180912168882e-11,2.1830733295107e-10,14.3595413771866
CNTD2,2.52074744473868,1.36018998508519,7.03951573310461,5.22464674203693e-11,3.3667960515002e-10,14.3559938046528
ENAH,1.01131352205092,7.69142797463713,7.10674653790291,3.60879058753363e-11,2.38136851626594e-10,14.3368709281573
ODC1,-1.04503870422616,5.73476037521322,-7.11509175724363,3.4463769740982e-11,2.28677860489585e-10,14.3321772061989
PCDH18,-1.93220804961738,5.19155657388676,-7.09105982478097,3.93480381006087e-11,2.57972152378295e-10,14.2854248420925
CALD1,-1.23590564558913,8.5168842725878,-7.09854153064905,3.77583844368341e-11,2.48290552894456e-10,14.284112064779
IFFO2,-1.69728263929898,5.45773241935486,-7.0937462210458,3.87697910890942e-11,2.54560634273888e-10,14.2600042520263
FAP,1.75165075451987,4.36354690396521,7.10487082105894,3.64632325577897e-11,2.40493250334902e-10,14.2501754057054
CCDC40,1.17765116662729,3.11913204113928,7.04722507445291,5.0080447336707e-11,3.23511841732861e-10,14.2199499400119
DLEU1,1.08055712222781,2.16485507514748,7.01017347221548,6.13697700753116e-11,3.89946356966973e-10,14.2126742922745
KLF6,-1.16159243073227,8.24431627168209,-7.09306333400518,3.89159821935537e-11,2.55393393589635e-10,14.1848818912141
RAB3D,1.0709746986626,5.63645466812715,7.09733155428631,3.8011102528303e-11,2.49827829322792e-10,14.1772812271469
ARHGAP10,-1.59045968486651,4.38128988680634,-7.02763449624125,5.57669898966028e-11,3.57445269060295e-10,14.1621707582786
TRAM1L1,1.07475083105867,2.32281111681978,7.00916691725994,6.17091675274271e-11,3.91914120777223e-10,14.1604871831346
HS6ST3,2.85118691246113,0.831519654148375,7.02900155038694,5.5350287441504e-11,3.55119475506264e-10,14.1404125600243
LIG1,1.07879561866388,4.96433335987909,7.08877421995489,3.98467140131484e-11,2.60852607715851e-10,14.1348714192381
KAT2B,-1.34808718320603,4.72780372760757,-7.04174006530598,5.1612198152311e-11,3.32917606761435e-10,14.1328753008215
DCX,-4.08094162935582,-0.493122418650281,-6.93762779403922,9.12311765998378e-11,5.66586841115094e-10,14.1299943933405
NACC2,-1.16767859282082,5.52517150455039,-7.07719263212585,4.24711339020938e-11,2.77344914506198e-10,14.1134370526642
DCT,-4.35654860212315,-1.09011497322782,-6.95244446204426,8.41489162367815e-11,5.24578617239785e-10,14.1041622054773
PRR15L,2.5755431211635,4.28545361600454,7.07113620802372,4.39107671304358e-11,2.85896806129111e-10,14.100746432352
SDF2L1,1.06377603247465,4.07816540291953,7.05040422805441,4.92132697072165e-11,3.18377754148059e-10,14.0952811013862
ZDHHC2,-1.35979481841315,4.46872672729412,-7.02226330180301,5.74344250385613e-11,3.67062742579294e-10,14.0173157177533
DCDC1,2.32806882546022,0.363221939047234,6.94010175780823,9.00090269457357e-11,5.59523597757399e-10,13.9836167908835
PRRT2,1.44678564163205,1.84854346427904,6.96427555596774,7.88857240285958e-11,4.9363452830228e-10,13.9610799740938
DOC2B,-2.0305822940409,4.71039228859696,-7.0166147340107,5.92410664975055e-11,3.77511549839901e-10,13.9452171183853
MYO6,1.26362178655052,7.48524060664762,7.0381463005348,5.26407823420923e-11,3.3905496087624e-10,13.9365534950065
RAB3IP,1.15121452223443,4.52760524095929,7.0447043921829,5.07787210999005e-11,3.27701619387861e-10,13.9318431510916
CFL2,-1.74054437952345,5.02190605848396,-6.99808390027588,6.55709460384526e-11,4.14842373713779e-10,13.9237585645529
ADAMTS9,-1.62823056823889,4.6135383340634,-7.00502038374738,6.31269706163181e-11,4.00532885714215e-10,13.9072258232604
EFEMP2,-1.16070104574224,6.59334421695732,-7.04069354070025,5.19096625161631e-11,3.34672706867403e-10,13.8672413623205
PTPRM,-1.42800050155261,6.14877169539316,-7.03223238368821,5.43776488704166e-11,3.49388975279915e-10,13.85907429355
PDZD4,-1.76670290488857,3.12006578169629,-6.96696558703381,7.77351315115961e-11,4.87127847871480e-10,13.8458072270374
TDRD10,-2.13351774756938,0.763881004073381,-6.87908675929281,1.2543918124665e-10,7.6146720654605e-10,13.8436891345544
ABCC5,1.37281828173128,5.82657124797897,7.03280310769821,5.42075952812856e-11,3.48466076683937e-10,13.8362683744246
MEG3,-2.37865648478544,4.91656107538336,-6.96396089288951,7.90214062538086e-11,4.94249108532001e-10,13.8324670819828
GAS1,-1.68983870414828,5.5495041484171,-7.01563060583163,5.95615187958010e-11,3.79187256001647e-10,13.8094682943108
CDC42EP3,-1.18521478406035,5.61829920191868,-7.02504194739664,5.65657681588116e-11,3.61739285945759e-10,13.804308802887
DHRS13,1.34433114200118,2.61458492892556,6.95298356942508,8.39017246828980e-11,5.23284941036458e-10,13.7770223161141
OCIAD2,1.02226471771165,4.87614657410469,7.01434828124157,5.99816384203365e-11,3.81493631823847e-10,13.748390605964
FEZ1,-1.48225653129485,3.06207063263305,-6.94669054879956,8.68323815687714e-11,5.40540795315556e-10,13.7315773448234
EPHA10,2.09964666415476,1.99424413416996,6.94496652435176,8.76527347705165e-11,5.45133061932053e-10,13.728901879851
HSPA12B,-1.56067133817989,4.68449397326197,-6.97200178381198,7.5625377200335e-11,4.74955339469037e-10,13.7265973849439
TMEM100,-4.10629119934943,2.09369511272701,-6.87332485221829,1.29423233933276e-10,7.82053082370063e-10,13.7030307795699
NYNRIN,-1.18605837468067,5.34664609276807,-7.00436670443371,6.33533946378455e-11,4.01776263782606e-10,13.7002056759561
SHE,-1.87514149702282,4.148722442417,-6.93434280612973,9.28793125290988e-11,5.76008938209376e-10,13.6749339439548
CHODL,-2.56136573086209,0.224060531148401,-6.84416764684343,1.51578533740885e-10,9.06379165265648e-10,13.6735923851556
TJP3,2.47711253986016,5.25829347863502,6.99588281331125,6.63658136724314e-11,4.19267934939197e-10,13.6649863969885
IRAK3,-1.8466625071113,3.98770484298659,-6.95130230227354,8.46749959218497e-11,5.27608819652867e-10,13.66281012643
RARA,1.00654536159919,6.9256050403144,6.99709698002189,6.59261788574006e-11,4.16889849140926e-10,13.6624998276531
FBN2,2.63749728835582,1.34750144551276,6.89476986121309,1.15197665450699e-10,7.04157740945397e-10,13.6560436872846
GFAP,-3.81940528876479,0.534311152407887,-6.84006730861906,1.54980278158748e-10,9.24624536043441e-10,13.6508544042448
MB,2.18765673106511,3.38944416272202,6.96866405934425,7.7017199137398e-11,4.82858305048202e-10,13.6414153805798
AGBL2,1.67380974706272,0.130893800037049,6.84290070909285,1.52621679926709e-10,9.11790117714317e-10,13.6160036418134
FAM43A,-1.49747544590604,3.76677418142565,-6.92363464984219,9.84584046536502e-11,6.08891146641491e-10,13.6154089664424
GFRA3,-3.18146319797462,-0.934312453788531,-6.8294632775845,1.64130681870175e-10,9.76126160752694e-10,13.5961242343565
SULF1,1.68342662089109,7.05036690411142,6.97675116386277,7.36875920164593e-11,4.63304588317023e-10,13.5910484478668
LAMA3,-2.36896540754449,6.30811167508584,-6.98087062570484,7.20465600640975e-11,4.53852040976844e-10,13.5732605990749
CPXM2,-1.92948879623735,5.42564568489949,-6.95935837787617,8.10325233845114e-11,5.06347710073468e-10,13.5648572159652
KCNQ4,-1.97730633191298,2.09217722227038,-6.86534576252362,1.35147159945024e-10,8.14030222299001e-10,13.542994038972
EPHA7,-3.16457206019728,0.259744688762396,-6.81985299001561,1.72882581833771e-10,1.02310190083862e-09,13.5339573515113
PPARGC1A,-2.47426983528755,1.48656509746044,-6.82476283059004,1.68355285900076e-10,9.98549719562905e-10,13.4708865056485
KCNJ3,4.34662760872427,0.34701645595567,6.8662146291486,1.34511946091031e-10,8.10944735323028e-10,13.4598085202218
LRRN2,1.60415508778094,4.42764116812338,6.95793856708482,8.16630573825919e-11,5.10046112658035e-10,13.4524947465894
PRIMA1,-1.87559169572196,2.83501835605702,-6.8769522906942,1.26900744496669e-10,7.69631135933589e-10,13.4440349556847
CA12,2.70797374109699,7.41004178005127,6.92532325040309,9.75571590343353e-11,6.04147145061307e-10,13.41565198169
CSRP2,-1.33225850302868,3.9912757792411,-6.91386016989357,1.03838978257923e-10,6.40364638709799e-10,13.411987832101
FBXO6,1.07917623667096,3.67487028754963,6.90596262928197,1.08397366144538e-10,6.66916817543192e-10,13.4117091982048
USHBP1,-2.00136697726652,2.57752041968942,-6.82073980211426,1.72056074797154e-10,1.01866772111726e-09,13.4021115905782
PDLIM4,-1.75645886104993,5.3751729795018,-6.93446107517156,9.28194682706283e-11,5.75908563479707e-10,13.3831293339936
DMRTA1,-3.58510304287326,0.0610979008211113,-6.78389249048766,2.09907565866295e-10,1.22571522857118e-09,13.3593656790457
NIPSNAP3B,-2.50929679449732,2.06865642492158,-6.81335796099438,1.79056443762235e-10,1.05679353452691e-09,13.3488286718982
NAP1L2,-2.13933165206922,1.7253360488173,-6.79223759941075,2.00673967899108e-10,1.17596193272196e-09,13.3423990343516
CDS1,1.56332033666653,5.1481352311944,6.93653237244089,9.1777536255145e-11,5.69711755643114e-10,13.3410568947935
GDPD1,1.34387167629635,2.19023807847742,6.84419470650391,1.5155633075696e-10,9.06379165265648e-10,13.3276674151149
ANKRD53,-3.03069364350917,0.982126078461566,-6.77851045775147,2.16083487435997e-10,1.25947467580206e-09,13.3029820024767
PIK3R2,1.1901148876715,0.278225637976343,6.78020160796146,2.14123825579149e-10,1.24946254144061e-09,13.2899055044631
SMOC1,-3.1363835522325,2.57296629935002,-6.81565623486661,1.76847356065714e-10,1.045158366426e-09,13.2590618410506
KCTD6,1.09364911834605,3.63978537130312,6.88591334820504,1.20875297163791e-10,7.35794206224075e-10,13.2537461152678
C22orf23,-1.11391471279101,1.34276922226779,-6.78787770853478,2.05446948739852e-10,1.20179631965738e-09,13.2424115430533
PLS3,-1.15367960299785,6.18429961002188,-6.9199220846995,1.00468871135087e-10,6.20742332151257e-10,13.2312383961542
ATP7B,1.26963546012093,4.00952139652895,6.90727419202367,1.07626903760503e-10,6.62794812093744e-10,13.2255430559141
FAM20C,-1.09740114948983,6.46221611354172,-6.91856719167304,1.01212629729455e-10,6.25044849607323e-10,13.2206745010642
ACSL1,-2.13877961654415,7.79012545847121,-6.9156037086413,1.02858398347831e-10,6.34911152366044e-10,13.1963179870011
PYCARD,1.49981194951002,4.80972473709857,6.89728259387973,1.13635302527711e-10,6.95574605866836e-10,13.1918032212493
DENND2C,-1.25595964695751,1.99977556850841,-6.77463284225651,2.20643761731194e-10,1.2832944713387e-09,13.1818955693114
ENG,-1.10201704270267,7.90052653900262,-6.90667644813189,1.07977369167921e-10,6.64642779605248e-10,13.1727208539527
MST1R,1.45634052695025,3.77318262537589,6.87185467525136,1.30459609053288e-10,7.87954534350697e-10,13.1566514190748
FYN,-1.30363476881194,5.45842797613645,-6.89574994069753,1.14585768495068e-10,7.00742175344667e-10,13.1490789964392
FGD5,-1.52887324907434,5.36400799889505,-6.87501706606797,1.28240387794194e-10,7.76684552522134e-10,13.1201414264746
MOCS1,-1.98295515293556,4.87553389629412,-6.84175085971004,1.53574546712418e-10,9.16652418861316e-10,13.0651745481493
SREBF1,1.39718669784453,8.36789330652306,6.87118628270111,1.30933483023673e-10,7.90454725201496e-10,13.0603995676365
OPN3,1.37265236816662,2.90115962909117,6.80845720416432,1.83858291204036e-10,1.08271192824663e-09,13.0552007351143
MEST,-1.79644527643565,6.23715573179995,-6.87541089848745,1.27966634821126e-10,7.75382581499985e-10,13.0549563747325
NR1H3,-1.14117822752518,5.07161634774377,-6.85724510189826,1.41213612072102e-10,8.4863269104469e-10,13.0416293584039
RARRES2,-1.91977776247731,6.505600544857,-6.88285689067571,1.22898063686833e-10,7.47658869344913e-10,13.0264060165346
SNCA,-1.4421122761703,2.06945579679195,-6.75438170069582,2.46046395392088e-10,1.42101488687261e-09,13.0143238728156
OXTR,-4.91556474311122,5.07076838187838,-6.82257936822703,1.70354006784906e-10,1.00995042853919e-09,13.0133149999907
ECHDC2,-1.10385986443387,6.16099441249492,-6.87458001446407,1.2854485865381e-10,7.78171285223684e-10,13.0060795805429
F2RL2,2.25879274276888,3.22282932514372,6.85183921959933,1.45410599372139e-10,8.72662063838892e-10,12.9951073765902
ARL10,-1.12456323387412,3.71219271108294,-6.8277312697738,1.65675047990357e-10,9.8397999011292e-10,12.9827115636651
SOSTDC1,-4.21265314934424,2.19829054577958,-6.76181635241059,2.36402111389091e-10,1.3699119539452e-09,12.9781426053942
LRRTM2,-2.18992066232508,0.324810016982495,-6.70704780309871,3.17208117713795e-10,1.7996956046291e-09,12.9657231448546
PTGER4,-1.72833194965856,3.88626257321939,-6.77813937389223,2.16515849633483e-10,1.26039742829447e-09,12.9567941800379
WNT7B,2.58107526048331,3.41612053120333,6.83929744227496,1.5562732182795e-10,9.27645730787386e-10,12.9549174725444
SLC16A7,-3.17299425888834,4.03042210091596,-6.78474010991201,2.08950909180742e-10,1.22121020957163e-09,12.9454142553755
SOCS2,-1.76307448771473,4.58979863695208,-6.82527654715738,1.67888405205204e-10,9.96228498903213e-10,12.9210558433148
LLGL2,1.5948424945615,6.29245699132263,6.86046276118358,1.38772463125058e-10,8.34723010069606e-10,12.9157641693256
KCNK6,1.41461458741598,5.04739096611317,6.83685033488211,1.57701766441085e-10,9.39586269703865e-10,12.9086788108471
PCDH11X,-3.74284010250487,-2.27623262613881,-6.71341160548559,3.06573752567891e-10,1.74650070133768e-09,12.8860304506424
CCR4,1.88066654510177,0.366395388222783,6.71880401846046,2.97838218271245e-10,1.70077226719307e-09,12.8513353416394
PLCXD3,-3.67470359207611,0.773045835804553,-6.69122377550704,3.45252402790526e-10,1.94458772212204e-09,12.844603290975
TMEM184A,1.89298279490678,4.13950534573136,6.82189934125398,1.70981262080274e-10,1.01299654966676e-09,12.8415602089271
TMED3,1.26175461604872,6.78838300332476,6.84194912821178,1.53409826353623e-10,9.16083757098523e-10,12.8267358735456
KIAA1614,-1.28682371264277,3.1330058350464,-6.75745069843377,2.42019149339046e-10,1.40082255328274e-09,12.8231156688701
SEMA6D,-1.88404097846573,3.9453645403825,-6.77544558285364,2.19680144997662e-10,1.27825354771246e-09,12.8213606037359
CHRNA9,3.79429270474977,-4.45438739365905,6.68857623746075,3.50177334906171e-10,1.97127089390648e-09,12.8184790524477
SCRN2,-1.27987897851667,5.47925842003132,-6.81274700387382,1.79648255800444e-10,1.05981222820378e-09,12.7925483214202
LEF1,1.73816969786621,3.2680163965424,6.79575021599963,1.96908200677429e-10,1.15543419712454e-09,12.7876723636305
CHST6,1.62048836406578,0.0861192396227131,6.71864689158824,2.98089254266773e-10,1.70146921377456e-09,12.7780805196568
LHX6,-2.12073668167795,3.41009642983554,-6.74477553939584,2.59083699185583e-10,1.49238998950089e-09,12.7719300967613
ATP11B,-1.05679820093346,5.933754247111,-6.81878729593783,1.73880986835015e-10,1.0285489225743e-09,12.727319800435
ACOT4,1.265768443073,3.19396744256117,6.77831543920427,2.1631060383619e-10,1.25975857624865e-09,12.6951326223762
CLEC3A,5.914338281975,-0.781892220305602,6.7103366999611,3.11667530043193e-10,1.77283587270365e-09,12.6890625828559
F7,2.78480636677077,0.538235799633287,6.69707208867964,3.34614015401466e-10,1.88870067486553e-09,12.6798207846707
CASC2,1.02313444996386,1.68277839704895,6.7000102480329,3.29391915694347e-10,1.86081745607029e-09,12.666693341327
PCSK1,3.3656568130364,-0.490038760576632,6.68510262546624,3.56744037782715e-10,2.00588687228977e-09,12.6552859486677
SLC39A4,1.30526055291408,4.11210233561194,6.78986567383623,2.0325690463731e-10,1.19004075857557e-09,12.6545764282045
CLEC3B,-4.06261282298587,5.05027595087184,-6.7029807785396,3.24193932159793e-10,1.83380881608912e-09,12.648833920654
CARD6,-1.57602720442343,3.76788027398334,-6.71785381424022,2.99359511364841e-10,1.70798067232423e-09,12.6409115967632
CSRNP3,-2.17746219383673,2.60712132784029,-6.70862391822997,3.14540934098482e-10,1.78618217222076e-09,12.6365533050273
HAS3,-3.09257160186026,3.76081795511201,-6.72465492433372,2.88637301052536e-10,1.65324126712288e-09,12.6103821485253
PPM1L,-1.25918887677231,4.72907554240541,-6.7801669507082,2.14163809127225e-10,1.24946254144061e-09,12.6071399812844
KLF2,-1.86315467904151,6.1335055055155,-6.7844155019725,2.09316765576881e-10,1.22280666728283e-09,12.6035331607986
RHOQ,-1.37281358155723,6.16968040806742,-6.79661705909693,1.95989655583495e-10,1.15106836456005e-09,12.6030603379995
MBNL3,-1.13063535480645,4.41721758442488,-6.75782155382174,2.41536921704593e-10,1.39864509842199e-09,12.5154347549921
ACO1,-1.55424607700021,6.47664719565281,-6.77951183452517,2.14920992765823e-10,1.25332573632801e-09,12.4767264112869
UBE2E3,-1.13764571043637,5.47954835374392,-6.76262071770131,2.35381291448749e-10,1.36539780804769e-09,12.4320134040477
CCDC65,1.17939321138727,1.11383252366781,6.63014551838828,4.78320531393772e-10,2.6499479754789e-09,12.4270227977839
FHOD3,-1.41092656660871,3.99530514058971,-6.72947938111995,2.81261721307719e-10,1.61309711555223e-09,12.4259699643659
